"",,,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Municipal water withdrawal (10^9 m3/year)","Malawi","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.054,"",,1990,0.0768,"I",,1994,0.095,"",,2000,0.1196,"L",,2005,0.1431,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Mali","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.027,"",,,,"",,,,"",,,,"",,2006,0.107,"","[246]",,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Mauritania","World | Africa",,,"",,,,"",,,,"",,,,"",,1980,0.088,"",,1985,0.1,"",,,,"",,,,"",,2000,0.0759,"L",,2005,0.0954,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Mauritius","World | Africa",,,"",,,,"",,,,"",,1974,0.0584,"",,,,"",,,,"",,,,"",,1995,0.108,"",,,,"",,2007,0.201,"",,2012,0.206,"",,2017,0.26,"","[247]"
"Municipal water withdrawal (10^9 m3/year)","Morocco","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.543,"",,,,"",,2002,3.0,"",,,,"",,2010,1.063,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Mozambique","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.053,"",,,,"",,2000,0.1699,"L",,2005,0.2537,"L",,,,"",,2015,0.372,"",
"Municipal water withdrawal (10^9 m3/year)","Namibia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.071,"",,1995,0.071,"I",,2000,0.073,"","[248]",,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Niger","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1988,0.08,"",,,,"",,2000,0.2554,"L",,2005,0.2944,"L",,2012,0.0617,"",,2017,0.1789,"",
"Municipal water withdrawal (10^9 m3/year)","Nigeria","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,1.125,"",,,,"",,,,"",,2000,3.242,"L",,2005,4.099,"L",,2010,5.0,"L",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Rwanda","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.036,"",,,,"",,,,"",,2000,0.036,"",,2005,0.0614,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Sao Tome and Principe","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2016,0.0147,"",
"Municipal water withdrawal (10^9 m3/year)","Senegal","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.068,"",,,,"",,,,"",,2002,0.098,"I",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Seychelles","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1989,0.0099,"",,,,"",,2000,0.0108,"L",,2005,0.009,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Sierra Leone","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.026,"",,,,"",,,,"",,2000,0.0955,"L",,2005,0.111,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Somalia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.024,"",,,,"",,,,"",,2000,0.01,"L",,2003,0.015,"I",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","South Africa","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,2.281,"",,1995,3.092,"I",,2000,3.904,"","[249]",,,"",,,,"",,2017,3.89,"",
"Municipal water withdrawal (10^9 m3/year)","South Sudan","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2011,0.193,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Sudan","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2011,0.95,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Togo","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.056,"",,,,"",,,,"",,2002,0.089,"",,2005,0.1407,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Tunisia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.261,"",,1995,0.313,"I",,2000,0.365,"",,,,"",,2011,0.496,"I","[250,251]",2017,0.137,"",
"Municipal water withdrawal (10^9 m3/year)","Uganda","World | Africa",,,"",,,,"",,1970,0.064,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.1514,"L",,,,"",,2008,0.328,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","United Republic of Tanzania","World | Africa",,,"",,,,"",,1970,0.101,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.527,"K","[252]",,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Zambia","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.301,"",,1994,0.27,"",,2000,0.29,"L",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Zimbabwe","World | Africa",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.171,"",,,,"",,,,"",,2002,0.589,"",,2007,0.425,"","[253]",,,"",,2017,0.4877,"",
"Municipal water withdrawal (10^9 m3/year)","Afghanistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.2611,"",,,,"",,,,"",,2000,0.1542,"L",,2005,0.2034,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Armenia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.865,"",,2002,0.5168,"I",,2006,0.843,"I",,2012,0.6005,"",,2017,0.6164,"",
"Municipal water withdrawal (10^9 m3/year)","Azerbaijan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.013,"",,1997,0.3559,"",,2002,0.8189,"",,2007,0.601,"",,2012,0.4888,"",,2017,0.4496,"",
"Municipal water withdrawal (10^9 m3/year)","Bahrain","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.094,"",,,,"",,,,"",,2003,0.1779,"",,,,"",,2016,0.2756,"",
"Municipal water withdrawal (10^9 m3/year)","Bangladesh","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.675,"",,1990,1.7,"",,,,"",,,,"",,,,"",,2008,3.6,"","[254]",,,"",
"Municipal water withdrawal (10^9 m3/year)","Bhutan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0072,"",,,,"",,,,"",,,,"",,,,"",,2008,0.017,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Brunei Darussalam","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.1389,"E",,2009,0.1515,"E",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Cambodia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.026,"",,,,"",,,,"",,,,"",,2006,0.098,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","China","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,6.769,"",,1985,29.69,"I",,1990,35.0,"",,1993,25.16,"",,2000,57.5,"",,2007,71.0,"",,2012,72.9,"",,2015,79.4,"",
"Municipal water withdrawal (10^9 m3/year)","Democratic People's Republic of Korea","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,1.56,"",,,,"",,,,"",,2000,0.8576,"L",,2005,0.9028,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Georgia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.336,"L",,2005,0.358,"","[255]",,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","India","World | Asia",,,"",,,,"",,,,"",,1975,11.4,"",,1980,14.05,"I",,1986,18.36,"I",,1990,25.0,"",,,,"",,2000,42.0,"",,,,"",,2010,56.0,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Indonesia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,4.729,"",,,,"",,2000,13.13,"",,2005,13.99,"I",,,,"",,2016,23.8,"",
"Municipal water withdrawal (10^9 m3/year)","Iran (Islamic Republic of)","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,6.0,"",,2001,4.925,"I",,2004,6.2,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Iraq","World | Asia",,,"",,,,"",,,,"",,1975,0.58,"",,1980,0.715,"I",,1985,0.85,"",,1990,1.28,"",,1995,2.79,"I",,2000,4.3,"",,,,"",,,,"",,2016,1.23,"",
"Municipal water withdrawal (10^9 m3/year)","Israel","World | Asia",,,"",,,,"",,1970,0.24,"",,1975,0.3075,"I",,1980,0.375,"",,,,"",,1990,0.482,"",,,,"",,2002,0.688,"",,2004,0.712,"",,2010,0.689,"",,2017,0.983,"",
"Municipal water withdrawal (10^9 m3/year)","Japan","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,13.7,"",,,,"",,1992,17.0,"",,1995,16.34,"E",,2002,16.28,"E","[256]",2007,15.7,"E","[257]",2009,15.41,"E","[258]",,,"",
"Municipal water withdrawal (10^9 m3/year)","Jordan","World | Asia",,,"",,,,"",,,,"",,1975,0.131,"",,1980,0.133,"I",,1985,0.135,"",,1992,0.214,"",,,,"",,2002,0.249,"","[259]",2007,0.294,"","[260]",2012,0.354,"","[261]",2016,0.4569,"","[262]"
"Municipal water withdrawal (10^9 m3/year)","Kazakhstan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.583,"",,2002,2.285,"",,2007,2.542,"",,2012,2.487,"",,2017,2.347,"",
"Municipal water withdrawal (10^9 m3/year)","Kuwait","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1993,0.201,"",,2002,0.4005,"",,2005,0.4483,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Kyrgyzstan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,0.301,"",,2000,0.32,"L",,2006,0.224,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Lao People's Democratic Republic","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0792,"",,,,"",,,,"",,,,"",,2003,0.13,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Lebanon","World | Asia",,,"",,,,"",,,,"",,1975,0.083,"",,,,"",,,,"",,,,"",,1994,0.368,"",,2000,0.4341,"L",,2005,0.38,"",,,,"",,2015,0.24,"",
"Municipal water withdrawal (10^9 m3/year)","Malaysia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.818,"",,1995,1.342,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Maldives","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0033,"",,,,"",,,,"",,2000,0.0062,"L",,,,"",,2008,0.0056,"I","[263,264]",,,"",
"Municipal water withdrawal (10^9 m3/year)","Mongolia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1993,0.085,"",,,,"",,2006,0.098,"",,2009,0.071,"",,2016,0.0453,"",
"Municipal water withdrawal (10^9 m3/year)","Myanmar","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.2772,"",,,,"",,,,"",,2000,3.323,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Nepal","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,0.246,"",,2000,0.2021,"L",,2005,0.1476,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Oman","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.056,"",,,,"",,2000,0.1,"L",,2003,0.134,"",,,,"",,2013,0.13,"",
"Municipal water withdrawal (10^9 m3/year)","Pakistan","World | Asia",,,"",,,,"",,,,"",,1975,1.534,"",,,,"",,,,"",,1991,2.5,"",,,,"",,2000,6.39,"L",,2005,8.0,"L",,2008,9.65,"E",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Palestine","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.1014,"","[265]",2005,0.2,"",,,,"",,2017,0.1812,"",
"Municipal water withdrawal (10^9 m3/year)","Papua New Guinea","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.029,"",,,,"",,,,"",,2000,0.1545,"L",,2005,0.2235,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Philippines","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,4.269,"",,2000,5.406,"L",,2007,6.958,"",,2012,7.301,"",,2017,8.929,"",
"Municipal water withdrawal (10^9 m3/year)","Qatar","World | Asia",,,"",,,,"",,,,"",,1975,0.035,"",,,,"",,,,"",,,,"",,1994,0.0659,"",,2000,0.07,"L",,2005,0.174,"","[266]",,,"",,2016,0.4772,"",
"Municipal water withdrawal (10^9 m3/year)","Republic of Korea","World | Asia",,,"",,,,"",,,,"",,1975,2.27,"",,,,"",,,,"",,1990,4.47,"E",,1997,6.87,"E",,2002,8.613,"E","[267]",2005,6.924,"E","[268]",,,"",,2016,6.672,"",
"Municipal water withdrawal (10^9 m3/year)","Saudi Arabia","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.517,"",,,,"",,2000,2.277,"L",,2006,2.13,"E",,2012,2.527,"","[269]",2017,3.15,"","[270]"
"Municipal water withdrawal (10^9 m3/year)","Singapore","World | Asia",,,"",,,,"",,,,"",,1975,0.0855,"",,,,"",,,,"",,,,"",,,,"",,2000,0.8771,"L",,2005,1.078,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Sri Lanka","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.195,"",,,,"",,2000,0.497,"L",,2005,0.805,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Syrian Arab Republic","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,1.169,"",,2002,1.38,"",,2005,1.475,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Tajikistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,0.412,"",,2000,0.44,"L",,2006,0.647,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Thailand","World | Asia",,,"",,,,"",,,,"",,,,"",,1982,0.898,"",,1987,1.262,"",,1990,1.496,"",,,,"",,,,"",,2007,2.739,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Timor-Leste","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.0107,"I",,2004,0.099,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Turkey","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,5.2,"",,,,"",,2002,4.813,"",,2006,5.164,"",,2012,4.936,"",,2016,5.839,"",
"Municipal water withdrawal (10^9 m3/year)","Turkmenistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,0.349,"",,2000,0.597,"L",,2004,0.755,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","United Arab Emirates","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,0.099,"",,,,"",,,,"",,1995,0.5,"",,2000,0.5138,"I",,2005,0.617,"I",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Uzbekistan","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,2.582,"",,2001,3.45,"",,2005,4.1,"",,,,"",,2017,2.41,"",
"Municipal water withdrawal (10^9 m3/year)","Viet Nam","World | Asia",,,"",,,,"",,,,"",,,,"",,1980,1.32,"",,1985,1.75,"",,,,"",,,,"",,2000,1.051,"L",,2005,1.206,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Yemen","World | Asia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.201,"",,,,"",,2000,0.272,"",,2005,0.265,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Albania","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.1,"",,,,"",,2000,0.5504,"L",,2005,0.5613,"L",,,,"",,2017,0.283,"",
"Municipal water withdrawal (10^9 m3/year)","Andorra","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Austria","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.5582,"E",,1985,0.7088,"E",,1990,0.6851,"E",,1997,0.6871,"E",,1999,0.6687,"E",,,,"",,2010,0.72,"E",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Belarus","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.752,"I","[271]",2000,0.8505,"I","[272]",2005,0.803,"I","[273]",2010,0.5895,"I","[274]",2017,0.523,"",
"Municipal water withdrawal (10^9 m3/year)","Belgium","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.9933,"",,,,"",,,,"",,1997,0.874,"E",,2002,0.7358,"E",,2007,0.7304,"E",,2012,0.725,"E",,2015,0.739,"E",
"Municipal water withdrawal (10^9 m3/year)","Bosnia and Herzegovina","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.3556,"",,2007,0.3504,"",,2012,0.3593,"",,2017,0.3608,"",
"Municipal water withdrawal (10^9 m3/year)","Bulgaria","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1988,0.417,"",,,,"",,2002,1.07,"E",,,,"",,2012,0.9338,"E",,2017,0.882,"E",
"Municipal water withdrawal (10^9 m3/year)","Croatia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.5309,"",,2002,0.5048,"",,2007,0.5259,"",,2012,0.513,"E",,2017,0.455,"E",
"Municipal water withdrawal (10^9 m3/year)","Cyprus","World | Europe",,,"",,,,"",,,,"",,1975,0.025,"",,1980,0.037,"",,1985,0.045,"",,1990,0.055,"",,1993,0.05,"",,2002,0.0461,"E",,2007,0.0656,"E",,2012,0.0788,"E",,2017,0.11,"",
"Municipal water withdrawal (10^9 m3/year)","Czechia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.9585,"E",,,,"",,,,"",,2012,0.6371,"E",,2017,0.6166,"",
"Municipal water withdrawal (10^9 m3/year)","Denmark","World | Europe",,,"",,,,"",,1970,0.46,"E",,1975,0.7,"E",,1980,0.7,"E",,1985,0.6746,"E",,1990,0.571,"E",,,,"",,2002,0.4408,"E",,2007,0.411,"E",,2012,0.4012,"E",,2016,0.3815,"",
"Municipal water withdrawal (10^9 m3/year)","Estonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.088,"",,2000,0.0852,"E",,,,"",,2012,0.061,"",,2017,0.0594,"",
"Municipal water withdrawal (10^9 m3/year)","Faroe Islands","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Finland","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.424,"E",,1995,0.412,"E","[275]",2002,0.404,"E",,2006,0.4094,"E",,2011,0.4,"E","[276]",2017,0.4,"",
"Municipal water withdrawal (10^9 m3/year)","France","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,1985,5.904,"E",,1992,5.982,"E",,1997,5.89,"E",,2002,5.966,"E",,2007,5.683,"E",,2012,5.38,"",,2016,5.175,"","[277]"
"Municipal water withdrawal (10^9 m3/year)","Germany","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,5.8,"","[278]",2001,5.409,"E",,,,"",,,,"",,2016,4.388,"",
"Municipal water withdrawal (10^9 m3/year)","Greece","World | Europe",,,"",,,,"",,,,"",,1975,0.585,"E",,,,"",,1985,0.656,"E",,,,"",,1997,0.8614,"E",,,,"",,2007,0.8462,"E",,2012,1.526,"I",,2016,1.991,"I",
"Municipal water withdrawal (10^9 m3/year)","Holy See","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Hungary","World | Europe",,,"",,,,"",,1970,0.648,"E",,1975,0.7631,"E",,,,"",,1985,0.5715,"",,1992,0.9841,"E",,1996,0.8288,"E",,2002,0.8311,"E",,2007,0.793,"E",,2012,0.716,"E",,2017,0.6245,"",
"Municipal water withdrawal (10^9 m3/year)","Iceland","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.094,"E",,1985,0.098,"E",,1992,0.087,"E",,,,"",,2002,0.081,"E",,2004,0.081,"E",,2012,0.094,"",,2016,0.08,"",
"Municipal water withdrawal (10^9 m3/year)","Ireland","World | Europe",,,"",,,,"",,,,"",,,,"",,1980,0.413,"E",,,,"",,,,"",,1994,0.47,"E",,2002,0.58,"E",,2007,0.679,"E",,2012,0.628,"E","[279]",2016,0.631,"",
"Municipal water withdrawal (10^9 m3/year)","Italy","World | Europe",,,"",,,,"",,1970,7.0,"",,1975,7.434,"I",,1980,7.868,"",,1985,7.184,"I",,1990,6.5,"",,,,"",,1999,9.111,"E",,2005,8.942,"E",,2012,9.451,"E",,2015,9.488,"",
"Municipal water withdrawal (10^9 m3/year)","Latvia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.125,"E",,2012,0.1631,"E",,2017,0.0944,"",
"Municipal water withdrawal (10^9 m3/year)","Liechtenstein","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2017,0.0079,"",
"Municipal water withdrawal (10^9 m3/year)","Lithuania","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,0.205,"",,2001,0.172,"E",,,,"",,,,"",,2017,0.1304,"",
"Municipal water withdrawal (10^9 m3/year)","Luxembourg","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1989,0.0561,"E",,1995,0.042,"E",,1999,0.0461,"E",,,,"",,2012,0.0406,"E","[280]",2017,0.0436,"",
"Municipal water withdrawal (10^9 m3/year)","Malta","World | Europe",,,"",,,,"",,1970,0.016,"E",,1975,0.0179,"E",,,,"",,1985,0.0269,"E",,,,"",,1995,0.049,"",,2002,0.0344,"I",,2003,0.0344,"",,2012,0.015,"I",,2017,0.0374,"",
"Municipal water withdrawal (10^9 m3/year)","Monaco","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.0067,"E",,1997,0.006,"E",,2002,0.0058,"E",,2007,0.0055,"E",,2009,0.005,"E",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Montenegro","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,0.0964,"E",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Netherlands","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,1.28,"E",,1996,1.267,"E",,2001,1.303,"E",,2007,1.248,"E",,2012,1.217,"E",,2016,1.26,"",
"Municipal water withdrawal (10^9 m3/year)","North Macedonia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.215,"",,2002,0.2121,"E",,2007,0.2264,"E",,,,"",,2017,0.2775,"",
"Municipal water withdrawal (10^9 m3/year)","Norway","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.75,"E",,1996,0.781,"E","[281]",2002,0.808,"E",,2007,0.9482,"E",,2012,0.816,"E",,2017,0.7753,"E",
"Municipal water withdrawal (10^9 m3/year)","Poland","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,2.84,"E","[282]",1997,2.292,"E","[283]",,,"",,,,"",,2012,2.031,"E",,2017,2.028,"",
"Municipal water withdrawal (10^9 m3/year)","Portugal","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.4,"E",,,,"",,1998,0.872,"E","[284]",2007,0.9763,"E",,2012,0.9105,"E",,2017,0.9141,"",
"Municipal water withdrawal (10^9 m3/year)","Republic of Moldova","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.269,"",,,,"",,2000,0.164,"L",,2005,0.146,"L",,,,"",,2017,0.148,"",
"Municipal water withdrawal (10^9 m3/year)","Romania","World | Europe",,,"",,,,"",,1970,1.47,"",,1975,2.0,"",,1980,2.2,"",,1985,2.67,"",,1990,2.25,"",,1997,2.05,"",,2002,1.86,"",,2006,1.06,"",,2012,1.053,"E",,2017,1.048,"",
"Municipal water withdrawal (10^9 m3/year)","Russian Federation","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,14.3,"",,2001,13.4,"",,,,"",,,,"",,2017,17.71,"",
"Municipal water withdrawal (10^9 m3/year)","San Marino","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Serbia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.6812,"E",,2017,0.6595,"",
"Municipal water withdrawal (10^9 m3/year)","Slovakia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.482,"E",,2002,0.4159,"E",,2007,0.3585,"E",,2012,0.3058,"E",,2017,0.2935,"",
"Municipal water withdrawal (10^9 m3/year)","Slovenia","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.2593,"E",,1997,0.2536,"E",,2002,0.1871,"E",,2007,0.1674,"E",,2012,0.1617,"E",,2017,0.1695,"",
"Municipal water withdrawal (10^9 m3/year)","Spain","World | Europe",,,"",,,,"",,,,"",,,,"",,,,"",,1986,5.502,"",,1991,6.8,"E",,1997,4.509,"E",,2002,5.448,"E",,2007,5.898,"E",,2012,4.599,"E",,2016,4.89,"",
"Municipal water withdrawal (10^9 m3/year)","Sweden","World | Europe",,,"",,,,"",,1970,0.981,"E",,1975,1.038,"E",,1980,1.006,"E",,,,"",,1992,1.016,"E",,1997,1.052,"E",,2002,1.038,"E",,2007,1.0,"E",,2010,1.019,"E",,2015,0.955,"",
"Municipal water withdrawal (10^9 m3/year)","Switzerland","World | Europe",,,"",,,,"",,1970,1.14,"E",,1975,1.129,"E",,1980,1.103,"E",,1985,1.143,"E",,1992,1.192,"E",,1997,1.056,"E",,2002,1.069,"E",,2006,0.981,"E",,2012,1.202,"E",,2017,0.931,"",
