species,source,year,produced mass (tonnes)
Dorab wolf-herring,captured,1984,3133.0
Blue shark,captured,1988,3133.0
Atlantic sailfish,captured,1984,3133.0
Grey rockcod,captured,1973,3133.0
Orfe(=Ide),captured,1994,3132.0
Squeteague(=Gray weakfish),captured,1999,3132.0
Argentine,captured,2012,3132.0
American angler,captured,1966,3132.0
Southern rock lobster,captured,2011,3132.0
Bartail flathead,captured,2006,3131.0
White trevally,cultured,2012,3131.0
Cuckoo ray,captured,2016,3131.0
Bobo croaker,captured,1984,3131.0
Silver grunt,captured,2013,3131.0
Argentine stiletto shrimp,captured,2013,3131.0
Black cardinal fish,captured,2003,3131.0
Atlantic bumper,captured,1972,3130.0
Common snook,captured,1989,3129.0
Caramote prawn,captured,1978,3129.0
Crevalle jack,captured,1988,3129.0
White trevally,captured,2007,3128.0
"Guitarfishes, etc. nei",captured,2002,3128.0
Milkfish,captured,1987,3128.0
Surmullet,captured,1972,3128.0
Morwongs,captured,1989,3127.0
Freshwater breams nei,captured,2005,3127.0
Alfonsinos nei,captured,1983,3127.0
Goldfish,captured,1994,3126.0
Alaska plaice,captured,1977,3126.0
False abalone,captured,2017,3126.0
Oilfish,captured,1998,3126.0
Flatheads nei,captured,1994,3125.0
Atlantic bluefin tuna,cultured,2012,3125.0
Marine fishes nei,cultured,1972,3125.0
Lane snapper,captured,2003,3124.0
Green tiger prawn,captured,1993,3124.0
Plownose chimaera,captured,2015,3123.0
Shads nei,captured,1992,3123.0
Spotted weakfish,captured,1960,3123.0
Spot croaker,captured,1992,3123.0
Kumakuma,captured,2012,3123.0
Twobar seabream,captured,2004,3123.0
Black stone crab,captured,2008,3123.0
Lake trout(=Char),captured,1956,3122.0
European eel,cultured,1981,3122.0
Red rock lobster,captured,1996,3121.0
Rainbow smelt,captured,1995,3121.0
Silver warehou,captured,1992,3120.0
Red rock lobster,captured,1990,3120.0
Penaeus shrimps nei,cultured,1962,3120.0
Common European bittersweet,captured,2012,3120.0
Cockles nei,captured,1990,3119.0
Whelks,captured,2004,3119.0
Bobo croaker,captured,1989,3119.0
Cupped oysters nei,captured,2004,3118.0
Climbing perch,cultured,2009,3117.06
European eel,cultured,1985,3117.0
Sea squirts nei,cultured,2003,3116.0
Pacific menhaden,captured,1988,3116.0
Dorado,captured,2011,3116.0
Australian mussel,cultured,2011,3115.47
Northern wolffish,captured,2002,3115.0
Rock shrimp,captured,1984,3114.0
Goldfish,captured,1991,3114.0
Bastard halibut,cultured,1988,3113.0
Peruvian calico scallop,captured,1995,3113.0
Atlantic croaker,captured,1960,3112.0
West African ladyfish,captured,2011,3112.0
Black seabream,captured,1983,3112.0
Grooved carpet shell,captured,1994,3112.0
Tilapia shiranus,captured,2008,3111.0
Japanese hard clam,cultured,1968,3110.0
Puffers nei,captured,1984,3110.0
Buccaneer anchovy,captured,2015,3110.0
African moonfish,captured,1981,3109.0
Blue mackerel,captured,1987,3109.0
Scats,captured,2011,3109.0
Kumakuma,captured,2014,3109.0
Characins nei,cultured,2009,3108.0
Common snook,captured,1974,3108.0
Southern stingray,captured,2015,3107.0
Giant stargazer,captured,2008,3107.0
Burbot,captured,1999,3107.0
West African ladyfish,captured,2014,3107.0
Jamaica weakfish,captured,2012,3107.0
West African Spanish mackerel,captured,2010,3107.0
Pullet carpet shell,cultured,1997,3106.0
Red mullet,captured,1980,3106.0
Greater amberjack,captured,2013,3106.0
"Conger eels, etc. nei",captured,1990,3106.0
Blackthroat seaperch,captured,2010,3105.0
Giant stargazer,captured,2011,3105.0
Cabinza grunt,captured,2016,3104.0
Peruvian rock seabass,captured,1994,3104.0
Northern red snapper,captured,2004,3103.0
Spotted weakfish,captured,1966,3103.0
Spot croaker,captured,1977,3103.0
Black stone crab,captured,2004,3103.0
White trevally,captured,2009,3103.0
Cape rock lobster,captured,2004,3102.0
Parona leatherjacket,captured,2004,3101.0
Spot croaker,captured,1990,3101.0
Brill,captured,1977,3101.0
Freshwater siluroids nei,cultured,2004,3101.0
Grey gurnard,captured,1985,3101.0
Shads nei,captured,1987,3101.0
Atlantic sailfish,captured,2011,3101.0
Common warehou,captured,1998,3101.0
Pink cusk-eel,captured,1954,3100.0
Indonesian snakehead,captured,1958,3100.0
Pink cusk-eel,captured,1966,3100.0
Seerfishes nei,captured,1954,3100.0
"Groupers, seabasses nei",captured,1950,3100.0
Croakers nei,captured,1961,3100.0
Crystal shrimp,captured,1978,3100.0
Giant featherback,captured,1970,3100.0
Euro-American crayfishes nei,captured,1971,3100.0
Walleye,captured,1970,3100.0
Flat and cupped oysters nei,cultured,1952,3100.0
Seerfishes nei,captured,1950,3100.0
Grooved carpet shell,captured,1958,3100.0
Common pandora,captured,1960,3100.0
Northern shortfin squid,captured,1959,3100.0
Crevalle jack,captured,1973,3100.0
Freshwater molluscs nei,captured,1956,3100.0
Cusk-eels nei,captured,1973,3100.0
Torpedo scad,captured,1960,3100.0
European lobster,captured,1955,3100.0
Horseshoe crab,captured,1998,3100.0
Sargo breams nei,captured,1964,3100.0
European lobster,captured,1962,3100.0
Leporinus spp,cultured,2016,3100.0
Peruvian rock seabass,captured,1966,3100.0
Rubberlip grunt,captured,1965,3100.0
Taca clam,captured,1971,3100.0
European flat oyster,captured,1956,3100.0
"Groupers, seabasses nei",captured,1951,3100.0
Pacific calico scallop,captured,2001,3100.0
Grooved carpet shell,captured,1956,3100.0
Ruff,captured,1991,3100.0
Atlantic bumper,captured,1971,3100.0
Taca clam,captured,1962,3100.0
Barred grunt,captured,1972,3100.0
Giant featherback,captured,1971,3100.0
Striped venus,captured,1950,3100.0
Indian driftfish,captured,1970,3100.0
Blackmouth croaker,captured,1958,3100.0
Flatheads nei,captured,1965,3100.0
Jellyfishes nei,captured,1964,3100.0
Flatheads nei,captured,1963,3100.0
Twobar seabream,cultured,2018,3100.0
Salmonoids nei,captured,1967,3100.0
Giant featherback,captured,1972,3100.0
Whitefishes nei,cultured,1957,3100.0
Pollack,captured,1973,3100.0
Macha clam,captured,1967,3100.0
Puffers nei,captured,1966,3100.0
Yellow snapper,captured,1969,3100.0
Plain bonito,captured,1963,3100.0
Puffers nei,captured,1971,3100.0
Meagre,captured,1951,3100.0
Vendace,captured,1955,3100.0
Striped weakfish,captured,1971,3100.0
Slender armorhead,captured,1977,3100.0
Blackmouth croaker,captured,1966,3100.0
Vendace,captured,1956,3100.0
Taca clam,captured,1960,3100.0
Seerfishes nei,captured,1952,3100.0
Torpedo scad,captured,1953,3100.0
Torpedo scad,captured,1952,3100.0
Barred grunt,captured,1967,3100.0
White trevally,captured,1967,3100.0
Blackmouth croaker,captured,1955,3100.0
Mangrove red snapper,captured,1971,3100.0
White trevally,captured,1966,3100.0
Dana swimcrab,captured,1971,3100.0
Mud carp,cultured,2009,3099.8
Kumakuma,captured,2011,3099.0
Golden trevally,captured,2014,3099.0
Roughhead grenadier,captured,2012,3099.0
Sompat grunt,captured,2007,3099.0
Blue tilapia,cultured,1987,3098.0
Torpedo-shaped catfishes nei,cultured,1970,3098.0
Deep-sea smelt,captured,2016,3098.0
Brill,captured,2016,3098.0
African sicklefish,captured,2002,3097.0
Bartail flathead,captured,2005,3097.0
Whitespotted wedgefish,captured,2012,3097.0
Pacific red snapper,captured,2008,3097.0
European flat oyster,cultured,2014,3096.48
Brycon cephalus,cultured,2010,3096.0
Burbot,captured,2009,3096.0
African moonfish,captured,2016,3096.0
Spot croaker,captured,2001,3096.0
Crucian carp,cultured,2018,3095.67
Japanese eel,captured,1962,3094.0
Orfe(=Ide),captured,1999,3094.0
Sturgeons nei,cultured,2000,3093.0
White grouper,captured,2013,3093.0
Tench,captured,2011,3093.0
Wahoo,captured,2002,3093.0
Blackhead seabream,cultured,2005,3093.0
Soles nei,captured,1986,3093.0
"Gudgeons, sleepers nei",captured,1999,3093.0
West African goatfish,captured,1985,3092.0
Sea trout,cultured,1986,3092.0
Black stone crab,captured,1999,3092.0
Constricted tagelus,cultured,1964,3090.0
African sicklefish,captured,2004,3090.0
New Zealand scallop,captured,1978,3090.0
Three spotted tilapia,cultured,2009,3090.0
Macha clam,captured,1976,3090.0
Red grouper,captured,1996,3090.0
Cabinza grunt,captured,1983,3089.0
Grooved carpet shell,cultured,2004,3087.0
Seabasses nei,captured,2010,3087.0
Gulper shark,captured,1990,3086.0
Black cardinal fish,captured,1996,3085.0
Toli shad,captured,2010,3084.0
Catfishes nei,captured,2009,3083.0
Peruvian weakfish,captured,1979,3083.0
White trevally,cultured,2011,3082.0
Common warehou,captured,2013,3082.0
Alewife,captured,2017,3081.0
Triportheus angulatus,captured,2003,3081.0
Caribbean spiny lobster,captured,1952,3081.0
Kissing gourami,cultured,2003,3080.0
Horned and musky octopuses,captured,1970,3080.0
Asian redtail catfish,cultured,2011,3079.44
Thornback ray,captured,1987,3079.0
Red bigeye,captured,2001,3079.0
Spot croaker,captured,2004,3079.0
Atlantic croaker,captured,1990,3078.0
Common warehou,captured,2008,3078.0
"Mojarras, etc. nei",captured,2006,3078.0
West African goatfish,captured,2007,3077.0
Crucian carp,cultured,1977,3077.0
Isok barb,cultured,2005,3077.0
Isok barb,cultured,2006,3077.0
Black marlin,captured,1979,3077.0
Sea trout,cultured,2013,3076.1199999999994
Yellow snapper,captured,1999,3076.0
Common warehou,captured,1991,3076.0
Atlantic sailfish,captured,2018,3076.0
Sand steenbras,captured,2015,3076.0
Axillary seabream,captured,2015,3075.0
Rock shrimp,captured,1993,3075.0
Glassfishes,captured,1996,3075.0
Smelts nei,captured,1999,3074.0
Kuruma prawn,captured,1962,3074.0
European whitefish,captured,1969,3074.0
Stromboid conchs nei,captured,1966,3073.0
Striped catfish,cultured,1952,3073.0
Bluenose warehou,captured,2003,3073.0
Thresher sharks nei,captured,1999,3072.0
Bluenose warehou,captured,2010,3072.0
Leafscale gulper shark,captured,2002,3072.0
Whiteleg shrimp,captured,2011,3072.0
Western king prawn,captured,1995,3072.0
African moonfish,captured,2006,3071.0
Threadfin and dwarf breams nei,captured,2003,3071.0
Atlantic moonfish,captured,1999,3070.0
Peruvian weakfish,captured,1992,3070.0
Burbot,captured,2000,3070.0
Freshwater perches nei,captured,2000,3070.0
Gay's little venus,captured,2016,3070.0
Red grouper,captured,1991,3070.0
Black cusk-eel,captured,1983,3069.0
White grouper,captured,2010,3069.0
Atlantic sailfish,captured,1978,3068.0
Brine shrimp,captured,2003,3068.0
Ayu sweetfish,captured,2011,3068.0
Atlantic salmon,captured,2006,3068.0
Jamaica weakfish,captured,2010,3068.0
Cape bonnetmouth,captured,2008,3068.0
Brill,captured,2001,3067.0
Kafue pike,captured,2015,3067.0
Northern red snapper,captured,2003,3067.0
Atlantic Spanish mackerel,captured,1953,3067.0
Giant abalone,captured,1991,3066.0
Buccaneer anchovy,captured,2018,3066.0
European eel,captured,2015,3066.0
Argentine angelshark,captured,2013,3066.0
Salmonoids nei,captured,2001,3066.0
Giant river prawn,captured,1974,3065.0
Pond smelt,captured,2013,3065.0
Tope shark,captured,1994,3065.0
Cuckoo ray,captured,2000,3064.0
Inflated ark,cultured,2016,3063.0
Speckled shrimp,cultured,2015,3063.0
Cachama,cultured,1995,3062.0
African bonytongue,cultured,2010,3061.0
Bluefin gurnard,captured,1997,3061.0
Rainbow trout,captured,2008,3060.0
Atlantic moonfish,captured,2010,3060.0
Sturgeons nei,cultured,2001,3059.0
Cape rock lobster,captured,2007,3059.0
Wahoo,captured,2001,3059.0
Threadfin and dwarf breams nei,captured,1998,3059.0
Buccaneer anchovy,captured,2013,3058.0
Blue tilapia,captured,2007,3058.0
Giant stargazer,captured,2018,3058.0
Striped red shrimp,captured,2018,3058.0
Yellow snapper,captured,1985,3058.0
White trevally,cultured,2000,3058.0
"Gudgeons, sleepers nei",captured,1994,3057.0
Atlantic croaker,captured,1969,3057.0
Cuckoo ray,captured,2005,3057.0
Tope shark,captured,1981,3057.0
Caribbean spiny lobster,captured,1950,3057.0
"Conger eels, etc. nei",captured,1978,3057.0
Giant gourami,cultured,1982,3056.0
Panga seabream,captured,1979,3056.0
Endeavour shrimp,captured,2004,3055.0
Black marlin,captured,1968,3055.0
Blackhead seabream,cultured,1996,3055.0
Chilean semele,captured,2001,3054.0
Southern rock lobster,captured,2014,3054.0
Japanese smelt,captured,1975,3054.0
Climbing perch,cultured,2005,3053.0
Groupers nei,cultured,1994,3053.0
Blue tilapia,cultured,1986,3053.0
Navaga(=Wachna cod),captured,1986,3052.0
Japanese jack mackerel,cultured,2000,3052.0
Japanese jack mackerel,cultured,1999,3052.0
Peruvian rock seabass,captured,2015,3052.0
Flathead lobster,captured,1997,3052.0
Blackspot(=red) seabream,captured,1994,3051.0
Triportheus angulatus,captured,2015,3050.0
Triportheus angulatus,captured,2016,3050.0
Triportheus angulatus,captured,2018,3050.0
Aristeid shrimps nei,captured,2012,3050.0
Cuckoo ray,captured,1993,3050.0
Caspian roach,captured,1991,3050.0
Crucian carp,cultured,1974,3050.0
Japanese smelt,captured,1978,3049.0
Twobar seabream,captured,2003,3049.0
Tope shark,captured,1990,3049.0
Panga seabream,captured,2005,3048.0
Pacific seabobs,captured,2010,3048.0
Kafue pike,captured,2014,3047.0
Argentinian sandperch,captured,1994,3046.0
Chilean semele,captured,2004,3046.0
Softshell red crab,captured,2003,3045.0
Batfishes,captured,2010,3045.0
Striped bass,captured,1998,3045.0
Ocean whitefish,captured,2018,3045.0
Scats,captured,2003,3045.0
Solid surf clam,captured,2002,3045.0
Northern shortfin squid,captured,2002,3044.0
Bartail flathead,captured,1982,3044.0
Common snook,captured,1975,3044.0
European flat oyster,captured,1982,3044.0
European whitefish,captured,2013,3043.0
Dorado,captured,2009,3043.0
Jonah crab,captured,2006,3043.0
Ocean quahog,captured,1974,3042.0
Kuruma prawn,captured,2002,3041.0
Giant stargazer,captured,2017,3041.0
Parachanna snakeheads nei,cultured,2010,3041.0
Brazilian menhaden,captured,1998,3040.0
Red rock lobster,captured,1993,3039.0
Eulachon,captured,2011,3038.0
Cobia,captured,1969,3038.0
Bluenose warehou,captured,2005,3037.0
Dorado,captured,2017,3036.47
European eel,captured,2016,3036.1
Whelks,captured,1988,3036.0
Bartail flathead,captured,1994,3036.0
Cassava croaker,captured,1997,3036.0
Common snook,captured,2016,3035.0
Tropical spiny lobsters nei,cultured,2017,3034.83
Pelagic red crab,captured,2009,3034.0
Giant gourami,cultured,1979,3034.0
Gilthead seabream,captured,1970,3034.0
Frogs,captured,2010,3033.0
Pacific guitarfish,captured,1988,3033.0
Spotted weakfish,captured,1982,3033.0
Hagfishes nei,captured,2012,3032.0
Shiba shrimp,captured,1987,3032.0
Shads nei,captured,2001,3032.0
Ratfishes nei,captured,2001,3032.0
"Craylets, squat lobsters nei",captured,2008,3032.0
Dorado,captured,2013,3030.0
Honnibe croaker,captured,2007,3030.0
Milkfish,captured,1977,3029.0
North African catfish,cultured,1998,3029.0
Goldfish,captured,1999,3029.0
Blue ling,captured,2016,3029.0
Thresher sharks nei,captured,2000,3029.0
Cape rock lobster,captured,2002,3029.0
Bluenose warehou,captured,2002,3028.0
Japanese smelt,captured,1981,3028.0
African sicklefish,captured,2003,3027.0
River eels nei,captured,2006,3027.0
Garfish,captured,1996,3027.0
Burbot,captured,1995,3026.0
Black stone crab,captured,1976,3026.0
Milk shark,captured,2016,3025.0
Southern rock lobster,captured,1990,3025.0
Southern king crab,captured,2001,3025.0
Broadtail shortfin squid,captured,1997,3025.0
Broadtail shortfin squid,captured,1976,3025.0
Crucian carp,cultured,1976,3025.0
Spot croaker,captured,1997,3025.0
Striped red shrimp,captured,2000,3024.0
Triportheus angulatus,captured,2004,3024.0
Argentinian sandperch,captured,1995,3023.0
Leafscale gulper shark,captured,2003,3023.0
Benguela hake,captured,2006,3023.0
Sea urchins nei,cultured,2008,3023.0
Gummy shark,captured,2004,3023.0
Cockles nei,captured,2018,3023.0
Spot croaker,captured,1963,3022.0
Marine fishes nei,cultured,1971,3022.0
Grey gurnard,captured,2015,3021.0
Asp,captured,2017,3021.0
Lingcod,captured,2004,3021.0
Burbot,captured,2014,3021.0
Portunus swimcrabs nei,captured,1998,3021.0
Southern rock lobster,captured,1991,3021.0
Tarpon,captured,1981,3021.0
Tanner crab,captured,1995,3020.0
Pullet carpet shell,captured,1981,3020.0
Whitefishes nei,cultured,1956,3020.0
Atlantic rock crab,captured,1988,3018.0
Southern rock lobster,captured,2016,3018.0
Kumakuma,captured,2017,3018.0
Upsidedown catfishes,cultured,2009,3017.0
Milk shark,captured,2012,3017.0
Scats,captured,2007,3016.0
Turbot,cultured,1995,3016.0
Speckled shrimp,captured,2015,3016.0
Silver warehou,captured,1981,3015.0
Cobia,captured,1986,3015.0
Giant stargazer,captured,2015,3015.0
Blue catfish,captured,2012,3015.0
Inflated ark,cultured,2007,3015.0
King soldier bream,captured,1999,3015.0
Prochilods nei,cultured,2006,3015.0
Cachama,captured,1998,3014.0
Ayu sweetfish,captured,2006,3014.0
Akiami paste shrimp,cultured,1987,3014.0
Atlantic rock crab,captured,1993,3014.0
Frogs,captured,2012,3014.0
Cuckoo ray,captured,2017,3014.0
Dana swimcrab,captured,1998,3014.0
Dorado,captured,2018,3013.93
King soldier bream,captured,1997,3013.0
Sargo breams nei,captured,2015,3013.0
Mediterranean shore crab,captured,2017,3013.0
Murex,captured,2018,3013.0
Scats,captured,2009,3012.0
Rainbow trout,captured,2009,3011.0
Peruvian weakfish,captured,2005,3011.0
Toli shad,captured,1997,3011.0
Blue squat lobster,captured,2013,3010.0
Indo-Pacific swamp crab,cultured,1984,3010.0
Lingcod,captured,1953,3010.0
Red sea squirt,captured,1994,3009.0
Frogs,captured,1998,3009.0
Cardinal fishes nei,captured,1999,3008.0
Dogfishes and hounds nei,captured,2002,3008.0
John's snapper,captured,2014,3008.0
Alfonsino,captured,2011,3007.0
Kuruma prawn,captured,2005,3007.0
Golden king crab,captured,2010,3007.0
Blue tilapia,captured,2000,3007.0
Common periwinkle,captured,1995,3007.0
European lobster,captured,2004,3006.0
Twobar seabream,captured,2006,3006.0
Southern king crab,captured,2000,3006.0
Thornback ray,captured,1982,3006.0
Blackfin tuna,captured,1999,3006.0
Blackbelly rosefish,captured,1985,3006.0
Spotted estuary smooth-hound,captured,1981,3006.0
Banana prawn,cultured,2017,3005.3
Argentine menhaden,captured,2015,3005.0
Golden grey mullet,captured,2016,3005.0
Veined rapa whelk,captured,1994,3005.0
Royal threadfin,captured,1996,3005.0
Japanese hard clam,captured,2002,3004.0
Morwongs,captured,1981,3004.0
Lingcod,captured,2005,3003.0
Tropical spiny lobsters nei,captured,1964,3003.0
Japanese smelt,captured,1972,3003.0
Goldfish,cultured,2007,3002.0
Blue squat lobster,captured,2005,3002.0
"Mojarras, etc. nei",captured,2005,3002.0
Navaga(=Wachna cod),captured,1980,3001.0
American angler,captured,1983,3001.0
Citharinus nei,cultured,2009,3001.0
Chacunda gizzard shad,captured,1984,3001.0
Lizardfishes nei,captured,1954,3000.0
Freshwater crustaceans nei,captured,1952,3000.0
Giant featherback,captured,1959,3000.0
Butter clam,captured,1952,3000.0
Roach,cultured,1999,3000.0
Monkfishes nei,captured,1954,3000.0
Spotted weakfish,captured,1970,3000.0
Bigeye scad,captured,1951,3000.0
