Year,Measurement type,Value (Spline fit)
1661,CO2 concentration (ppm),276.8
1662,CO2 concentration (ppm),276.8
1663,CO2 concentration (ppm),276.7
1664,CO2 concentration (ppm),276.6
1665,CO2 concentration (ppm),276.6
1666,CO2 concentration (ppm),276.5
1667,CO2 concentration (ppm),276.4
1668,CO2 concentration (ppm),276.4
1669,CO2 concentration (ppm),276.3
1670,CO2 concentration (ppm),276.2
1671,CO2 concentration (ppm),276.2
1672,CO2 concentration (ppm),276.1
1673,CO2 concentration (ppm),276.1
1674,CO2 concentration (ppm),276.0
1675,CO2 concentration (ppm),276.0
1676,CO2 concentration (ppm),276.0
1677,CO2 concentration (ppm),275.9
1678,CO2 concentration (ppm),275.9
1679,CO2 concentration (ppm),275.9
1680,CO2 concentration (ppm),275.9
1681,CO2 concentration (ppm),275.9
1682,CO2 concentration (ppm),275.9
1683,CO2 concentration (ppm),276.0
1684,CO2 concentration (ppm),276.0
1685,CO2 concentration (ppm),276.0
1686,CO2 concentration (ppm),276.1
1687,CO2 concentration (ppm),276.1
1688,CO2 concentration (ppm),276.2
1689,CO2 concentration (ppm),276.3
1690,CO2 concentration (ppm),276.3
1691,CO2 concentration (ppm),276.4
1692,CO2 concentration (ppm),276.4
1693,CO2 concentration (ppm),276.4
1694,CO2 concentration (ppm),276.5
1695,CO2 concentration (ppm),276.5
1696,CO2 concentration (ppm),276.5
1697,CO2 concentration (ppm),276.6
1698,CO2 concentration (ppm),276.6
1699,CO2 concentration (ppm),276.6
1700,CO2 concentration (ppm),276.6
1701,CO2 concentration (ppm),276.6
1702,CO2 concentration (ppm),276.6
1703,CO2 concentration (ppm),276.6
1704,CO2 concentration (ppm),276.6
1705,CO2 concentration (ppm),276.6
1706,CO2 concentration (ppm),276.6
1707,CO2 concentration (ppm),276.6
1708,CO2 concentration (ppm),276.6
1709,CO2 concentration (ppm),276.6
1710,CO2 concentration (ppm),276.6
1711,CO2 concentration (ppm),276.6
1712,CO2 concentration (ppm),276.6
1713,CO2 concentration (ppm),276.6
1714,CO2 concentration (ppm),276.7
1715,CO2 concentration (ppm),276.7
1716,CO2 concentration (ppm),276.7
1717,CO2 concentration (ppm),276.8
1718,CO2 concentration (ppm),276.8
1719,CO2 concentration (ppm),276.9
1720,CO2 concentration (ppm),277.0
1721,CO2 concentration (ppm),277.1
1722,CO2 concentration (ppm),277.2
1723,CO2 concentration (ppm),277.3
1724,CO2 concentration (ppm),277.4
1725,CO2 concentration (ppm),277.5
1726,CO2 concentration (ppm),277.6
1727,CO2 concentration (ppm),277.7
1728,CO2 concentration (ppm),277.8
1729,CO2 concentration (ppm),277.9
1730,CO2 concentration (ppm),278.0
1731,CO2 concentration (ppm),278.1
1732,CO2 concentration (ppm),278.1
1733,CO2 concentration (ppm),278.1
1734,CO2 concentration (ppm),278.0
1735,CO2 concentration (ppm),278.0
1736,CO2 concentration (ppm),277.8
1737,CO2 concentration (ppm),277.7
1738,CO2 concentration (ppm),277.5
1739,CO2 concentration (ppm),277.4
1740,CO2 concentration (ppm),277.2
1741,CO2 concentration (ppm),277.1
1742,CO2 concentration (ppm),277.0
1743,CO2 concentration (ppm),276.9
1744,CO2 concentration (ppm),276.8
1745,CO2 concentration (ppm),276.8
1746,CO2 concentration (ppm),276.8
1747,CO2 concentration (ppm),276.8
1748,CO2 concentration (ppm),276.8
1749,CO2 concentration (ppm),276.8
1750,CO2 concentration (ppm),276.8
1751,CO2 concentration (ppm),276.8
1752,CO2 concentration (ppm),276.8
1753,CO2 concentration (ppm),276.8
1754,CO2 concentration (ppm),276.7
1755,CO2 concentration (ppm),276.7
1756,CO2 concentration (ppm),276.6
1757,CO2 concentration (ppm),276.6
1758,CO2 concentration (ppm),276.6
1759,CO2 concentration (ppm),276.5
1760,CO2 concentration (ppm),276.5
1761,CO2 concentration (ppm),276.5
1762,CO2 concentration (ppm),276.5
1763,CO2 concentration (ppm),276.5
1764,CO2 concentration (ppm),276.6
1765,CO2 concentration (ppm),276.6
1766,CO2 concentration (ppm),276.7
1767,CO2 concentration (ppm),276.9
1768,CO2 concentration (ppm),277.0
1769,CO2 concentration (ppm),277.1
1770,CO2 concentration (ppm),277.3
1771,CO2 concentration (ppm),277.4
1772,CO2 concentration (ppm),277.6
1773,CO2 concentration (ppm),277.7
1774,CO2 concentration (ppm),277.8
1775,CO2 concentration (ppm),278.0
1776,CO2 concentration (ppm),278.1
1777,CO2 concentration (ppm),278.1
1778,CO2 concentration (ppm),278.2
1779,CO2 concentration (ppm),278.2
1780,CO2 concentration (ppm),278.2
1781,CO2 concentration (ppm),278.1
1782,CO2 concentration (ppm),278.2
1783,CO2 concentration (ppm),278.3
1784,CO2 concentration (ppm),278.4
1785,CO2 concentration (ppm),278.6
1786,CO2 concentration (ppm),278.9
1787,CO2 concentration (ppm),279.1
1788,CO2 concentration (ppm),279.4
1789,CO2 concentration (ppm),279.7
1790,CO2 concentration (ppm),280.0
1791,CO2 concentration (ppm),280.3
1792,CO2 concentration (ppm),280.6
1793,CO2 concentration (ppm),280.9
1794,CO2 concentration (ppm),281.2
1795,CO2 concentration (ppm),281.4
1796,CO2 concentration (ppm),281.7
1797,CO2 concentration (ppm),281.9
1798,CO2 concentration (ppm),282.1
1799,CO2 concentration (ppm),282.4
1800,CO2 concentration (ppm),282.6
1801,CO2 concentration (ppm),282.8
1802,CO2 concentration (ppm),283.0
1803,CO2 concentration (ppm),283.2
1804,CO2 concentration (ppm),283.4
1805,CO2 concentration (ppm),283.6
1806,CO2 concentration (ppm),283.7
1807,CO2 concentration (ppm),283.9
1808,CO2 concentration (ppm),284.0
1809,CO2 concentration (ppm),284.1
1810,CO2 concentration (ppm),284.2
1811,CO2 concentration (ppm),284.2
1812,CO2 concentration (ppm),284.2
1813,CO2 concentration (ppm),284.2
1814,CO2 concentration (ppm),284.2
1815,CO2 concentration (ppm),284.1
1816,CO2 concentration (ppm),283.9
1817,CO2 concentration (ppm),283.8
1818,CO2 concentration (ppm),283.6
1819,CO2 concentration (ppm),283.5
1820,CO2 concentration (ppm),283.3
1821,CO2 concentration (ppm),283.2
1822,CO2 concentration (ppm),283.1
1823,CO2 concentration (ppm),283.0
1824,CO2 concentration (ppm),283.0
1825,CO2 concentration (ppm),283.1
1826,CO2 concentration (ppm),283.2
1827,CO2 concentration (ppm),283.4
1828,CO2 concentration (ppm),283.6
1829,CO2 concentration (ppm),283.7
1830,CO2 concentration (ppm),283.9
1831,CO2 concentration (ppm),284.0
1832,CO2 concentration (ppm),284.0
1833,CO2 concentration (ppm),284.0
1834,CO2 concentration (ppm),284.0
1835,CO2 concentration (ppm),283.9
1836,CO2 concentration (ppm),283.9
1837,CO2 concentration (ppm),283.9
1838,CO2 concentration (ppm),283.9
1839,CO2 concentration (ppm),283.9
1840,CO2 concentration (ppm),284.0
1841,CO2 concentration (ppm),284.3
1842,CO2 concentration (ppm),284.6
1843,CO2 concentration (ppm),285.1
1844,CO2 concentration (ppm),285.5
1845,CO2 concentration (ppm),285.9
1846,CO2 concentration (ppm),286.2
1847,CO2 concentration (ppm),286.5
1848,CO2 concentration (ppm),286.6
1849,CO2 concentration (ppm),286.8
1850,CO2 concentration (ppm),286.8
1851,CO2 concentration (ppm),286.8
1852,CO2 concentration (ppm),286.8
1853,CO2 concentration (ppm),286.7
1854,CO2 concentration (ppm),286.5
1855,CO2 concentration (ppm),286.4
1856,CO2 concentration (ppm),286.2
1857,CO2 concentration (ppm),286.2
1858,CO2 concentration (ppm),286.2
1859,CO2 concentration (ppm),286.2
1860,CO2 concentration (ppm),286.1
1861,CO2 concentration (ppm),286.1
1862,CO2 concentration (ppm),286.1
1863,CO2 concentration (ppm),286.1
1864,CO2 concentration (ppm),286.1
1865,CO2 concentration (ppm),286.3
1866,CO2 concentration (ppm),286.5
1867,CO2 concentration (ppm),286.8
1868,CO2 concentration (ppm),287.1
1869,CO2 concentration (ppm),287.5
1870,CO2 concentration (ppm),287.9
1871,CO2 concentration (ppm),288.3
1872,CO2 concentration (ppm),288.8
1873,CO2 concentration (ppm),289.1
1874,CO2 concentration (ppm),289.4
1875,CO2 concentration (ppm),289.5
1876,CO2 concentration (ppm),289.5
1877,CO2 concentration (ppm),289.6
1878,CO2 concentration (ppm),289.6
1879,CO2 concentration (ppm),289.6
1880,CO2 concentration (ppm),289.8
1881,CO2 concentration (ppm),289.9
1882,CO2 concentration (ppm),290.1
1883,CO2 concentration (ppm),290.3
1884,CO2 concentration (ppm),290.6
1885,CO2 concentration (ppm),290.9
1886,CO2 concentration (ppm),291.3
1887,CO2 concentration (ppm),291.8
1888,CO2 concentration (ppm),292.2
1889,CO2 concentration (ppm),292.6
1890,CO2 concentration (ppm),293.0
1891,CO2 concentration (ppm),293.6
1892,CO2 concentration (ppm),294.1
1893,CO2 concentration (ppm),294.6
1894,CO2 concentration (ppm),295.1
1895,CO2 concentration (ppm),295.5
1896,CO2 concentration (ppm),295.9
1897,CO2 concentration (ppm),296.0
1898,CO2 concentration (ppm),296.0
1899,CO2 concentration (ppm),296.0
1900,CO2 concentration (ppm),296.1
1901,CO2 concentration (ppm),296.2
1902,CO2 concentration (ppm),296.4
1903,CO2 concentration (ppm),296.7
1904,CO2 concentration (ppm),297.0
1905,CO2 concentration (ppm),297.4
1906,CO2 concentration (ppm),297.9
1907,CO2 concentration (ppm),298.3
1908,CO2 concentration (ppm),298.7
1909,CO2 concentration (ppm),299.1
1910,CO2 concentration (ppm),299.3
1911,CO2 concentration (ppm),299.5
1912,CO2 concentration (ppm),299.8
1913,CO2 concentration (ppm),300.2
1914,CO2 concentration (ppm),300.6
1915,CO2 concentration (ppm),301.1
1916,CO2 concentration (ppm),301.6
1917,CO2 concentration (ppm),302.1
1918,CO2 concentration (ppm),302.6
1919,CO2 concentration (ppm),303.0
1920,CO2 concentration (ppm),303.4
1921,CO2 concentration (ppm),303.7
1922,CO2 concentration (ppm),303.9
1923,CO2 concentration (ppm),304.1
1924,CO2 concentration (ppm),304.4
1925,CO2 concentration (ppm),304.7
1926,CO2 concentration (ppm),305.0
1927,CO2 concentration (ppm),305.4
1928,CO2 concentration (ppm),305.8
1929,CO2 concentration (ppm),306.2
1930,CO2 concentration (ppm),306.6
1931,CO2 concentration (ppm),307.0
1932,CO2 concentration (ppm),307.3
1933,CO2 concentration (ppm),307.6
1934,CO2 concentration (ppm),308.0
1935,CO2 concentration (ppm),308.4
1936,CO2 concentration (ppm),308.7
1937,CO2 concentration (ppm),309.2
1938,CO2 concentration (ppm),309.6
1939,CO2 concentration (ppm),310.1
1940,CO2 concentration (ppm),310.5
1941,CO2 concentration (ppm),310.8
1942,CO2 concentration (ppm),311.0
1943,CO2 concentration (ppm),311.0
1944,CO2 concentration (ppm),311.0
1945,CO2 concentration (ppm),310.9
1946,CO2 concentration (ppm),310.8
1947,CO2 concentration (ppm),310.8
1948,CO2 concentration (ppm),310.9
1949,CO2 concentration (ppm),311.0
1950,CO2 concentration (ppm),311.2
1951,CO2 concentration (ppm),311.5
1952,CO2 concentration (ppm),311.8
1953,CO2 concentration (ppm),312.2
1954,CO2 concentration (ppm),312.8
1955,CO2 concentration (ppm),313.5
1956,CO2 concentration (ppm),314.1
1957,CO2 concentration (ppm),314.7
1958,CO2 concentration (ppm),315.2
1959,CO2 concentration (ppm),315.7
1960,CO2 concentration (ppm),316.1
1961,CO2 concentration (ppm),316.7
1962,CO2 concentration (ppm),317.2
1963,CO2 concentration (ppm),317.8
1964,CO2 concentration (ppm),318.4
1965,CO2 concentration (ppm),319.1
1966,CO2 concentration (ppm),319.9
1967,CO2 concentration (ppm),320.8
1968,CO2 concentration (ppm),321.8
1969,CO2 concentration (ppm),322.8
1970,CO2 concentration (ppm),323.9
1971,CO2 concentration (ppm),325.0
1972,CO2 concentration (ppm),326.1
1973,CO2 concentration (ppm),327.3
1974,CO2 concentration (ppm),328.5
1975,CO2 concentration (ppm),329.6
1976,CO2 concentration (ppm),330.8
1977,CO2 concentration (ppm),332.0
1978,CO2 concentration (ppm),333.2
1979,CO2 concentration (ppm),334.5
1980,CO2 concentration (ppm),335.9
1981,CO2 concentration (ppm),337.3
1982,CO2 concentration (ppm),338.7
1983,CO2 concentration (ppm),340.2
1984,CO2 concentration (ppm),341.7
1985,CO2 concentration (ppm),343.2
1986,CO2 concentration (ppm),344.8
1987,CO2 concentration (ppm),346.3
1988,CO2 concentration (ppm),347.8
1989,CO2 concentration (ppm),349.3
1990,CO2 concentration (ppm),350.8
1991,CO2 concentration (ppm),352.2
1992,CO2 concentration (ppm),353.6
1993,CO2 concentration (ppm),355.0
1994,CO2 concentration (ppm),356.4
1995,CO2 concentration (ppm),358.0
1996,CO2 concentration (ppm),359.6
1997,CO2 concentration (ppm),361.3
1998,CO2 concentration (ppm),363.1
1999,CO2 concentration (ppm),365.0
2000,CO2 concentration (ppm),366.8
2001,CO2 concentration (ppm),368.7
2002,CO2 concentration (ppm),370.6
2003,CO2 concentration (ppm),372.6
2004,CO2 concentration (ppm),374.6
1,N2O concentration (ppb),264.2
2,N2O concentration (ppb),264.1
3,N2O concentration (ppb),264.1
4,N2O concentration (ppb),264.0
5,N2O concentration (ppb),264.0
6,N2O concentration (ppb),263.9
7,N2O concentration (ppb),263.8
8,N2O concentration (ppb),263.8
9,N2O concentration (ppb),263.7
10,N2O concentration (ppb),263.7
11,N2O concentration (ppb),263.6
12,N2O concentration (ppb),263.6
13,N2O concentration (ppb),263.5
14,N2O concentration (ppb),263.5
15,N2O concentration (ppb),263.4
16,N2O concentration (ppb),263.4
17,N2O concentration (ppb),263.4
18,N2O concentration (ppb),263.3
19,N2O concentration (ppb),263.3
20,N2O concentration (ppb),263.2
21,N2O concentration (ppb),263.2
22,N2O concentration (ppb),263.2
23,N2O concentration (ppb),263.2
24,N2O concentration (ppb),263.1
25,N2O concentration (ppb),263.1
26,N2O concentration (ppb),263.1
27,N2O concentration (ppb),263.1
28,N2O concentration (ppb),263.1
29,N2O concentration (ppb),263.1
30,N2O concentration (ppb),263.1
31,N2O concentration (ppb),263.1
32,N2O concentration (ppb),263.1
33,N2O concentration (ppb),263.1
34,N2O concentration (ppb),263.2
35,N2O concentration (ppb),263.2
36,N2O concentration (ppb),263.2
37,N2O concentration (ppb),263.2
38,N2O concentration (ppb),263.3
39,N2O concentration (ppb),263.3
40,N2O concentration (ppb),263.3
41,N2O concentration (ppb),263.4
42,N2O concentration (ppb),263.4
43,N2O concentration (ppb),263.5
44,N2O concentration (ppb),263.5
45,N2O concentration (ppb),263.6
46,N2O concentration (ppb),263.6
47,N2O concentration (ppb),263.7
48,N2O concentration (ppb),263.7
49,N2O concentration (ppb),263.8
50,N2O concentration (ppb),263.8
51,N2O concentration (ppb),263.9
52,N2O concentration (ppb),264.0
53,N2O concentration (ppb),264.0
54,N2O concentration (ppb),264.1
55,N2O concentration (ppb),264.1
56,N2O concentration (ppb),264.2
57,N2O concentration (ppb),264.3
58,N2O concentration (ppb),264.3
59,N2O concentration (ppb),264.4
60,N2O concentration (ppb),264.4
61,N2O concentration (ppb),264.5
62,N2O concentration (ppb),264.5
63,N2O concentration (ppb),264.6
64,N2O concentration (ppb),264.7
65,N2O concentration (ppb),264.7
66,N2O concentration (ppb),264.8
67,N2O concentration (ppb),264.8
68,N2O concentration (ppb),264.9
69,N2O concentration (ppb),264.9
70,N2O concentration (ppb),265.0
71,N2O concentration (ppb),265.0
72,N2O concentration (ppb),265.1
73,N2O concentration (ppb),265.1
74,N2O concentration (ppb),265.2
75,N2O concentration (ppb),265.2
76,N2O concentration (ppb),265.3
77,N2O concentration (ppb),265.3
78,N2O concentration (ppb),265.4
79,N2O concentration (ppb),265.4
80,N2O concentration (ppb),265.5
81,N2O concentration (ppb),265.5
82,N2O concentration (ppb),265.6
83,N2O concentration (ppb),265.6
84,N2O concentration (ppb),265.6
85,N2O concentration (ppb),265.7
86,N2O concentration (ppb),265.7
87,N2O concentration (ppb),265.8
88,N2O concentration (ppb),265.8
89,N2O concentration (ppb),265.8
90,N2O concentration (ppb),265.9
91,N2O concentration (ppb),265.9
92,N2O concentration (ppb),265.9
93,N2O concentration (ppb),266.0
94,N2O concentration (ppb),266.0
95,N2O concentration (ppb),266.0
96,N2O concentration (ppb),266.1
97,N2O concentration (ppb),266.1
98,N2O concentration (ppb),266.1
99,N2O concentration (ppb),266.2
100,N2O concentration (ppb),266.2
101,N2O concentration (ppb),266.2
102,N2O concentration (ppb),266.2
103,N2O concentration (ppb),266.3
104,N2O concentration (ppb),266.3
105,N2O concentration (ppb),266.3
106,N2O concentration (ppb),266.3
107,N2O concentration (ppb),266.3
108,N2O concentration (ppb),266.3
109,N2O concentration (ppb),266.4
110,N2O concentration (ppb),266.4
111,N2O concentration (ppb),266.4
112,N2O concentration (ppb),266.4
113,N2O concentration (ppb),266.4
114,N2O concentration (ppb),266.4
115,N2O concentration (ppb),266.4
116,N2O concentration (ppb),266.4
117,N2O concentration (ppb),266.4
118,N2O concentration (ppb),266.4
119,N2O concentration (ppb),266.4
120,N2O concentration (ppb),266.4
121,N2O concentration (ppb),266.4
122,N2O concentration (ppb),266.4
123,N2O concentration (ppb),266.4
124,N2O concentration (ppb),266.4
125,N2O concentration (ppb),266.4
126,N2O concentration (ppb),266.3
127,N2O concentration (ppb),266.3
128,N2O concentration (ppb),266.3
129,N2O concentration (ppb),266.3
130,N2O concentration (ppb),266.3
131,N2O concentration (ppb),266.2
132,N2O concentration (ppb),266.2
133,N2O concentration (ppb),266.2
134,N2O concentration (ppb),266.2
135,N2O concentration (ppb),266.1
136,N2O concentration (ppb),266.1
137,N2O concentration (ppb),266.1
138,N2O concentration (ppb),266.0
139,N2O concentration (ppb),266.0
140,N2O concentration (ppb),265.9
141,N2O concentration (ppb),265.9
142,N2O concentration (ppb),265.9
143,N2O concentration (ppb),265.8
144,N2O concentration (ppb),265.8
145,N2O concentration (ppb),265.7
146,N2O concentration (ppb),265.7
147,N2O concentration (ppb),265.6
148,N2O concentration (ppb),265.6
149,N2O concentration (ppb),265.6
150,N2O concentration (ppb),265.5
151,N2O concentration (ppb),265.5
152,N2O concentration (ppb),265.4
153,N2O concentration (ppb),265.4
154,N2O concentration (ppb),265.4
155,N2O concentration (ppb),265.3
156,N2O concentration (ppb),265.3
157,N2O concentration (ppb),265.3
158,N2O concentration (ppb),265.2
159,N2O concentration (ppb),265.2
160,N2O concentration (ppb),265.2
161,N2O concentration (ppb),265.2
162,N2O concentration (ppb),265.1
163,N2O concentration (ppb),265.1
164,N2O concentration (ppb),265.1
165,N2O concentration (ppb),265.1
166,N2O concentration (ppb),265.1
167,N2O concentration (ppb),265.1
168,N2O concentration (ppb),265.1
169,N2O concentration (ppb),265.1
170,N2O concentration (ppb),265.1
171,N2O concentration (ppb),265.1
172,N2O concentration (ppb),265.2
173,N2O concentration (ppb),265.2
174,N2O concentration (ppb),265.2
175,N2O concentration (ppb),265.3
176,N2O concentration (ppb),265.3
177,N2O concentration (ppb),265.3
178,N2O concentration (ppb),265.4
179,N2O concentration (ppb),265.4
180,N2O concentration (ppb),265.5
181,N2O concentration (ppb),265.5
182,N2O concentration (ppb),265.6
183,N2O concentration (ppb),265.6
184,N2O concentration (ppb),265.7
185,N2O concentration (ppb),265.8
186,N2O concentration (ppb),265.8
187,N2O concentration (ppb),265.9
188,N2O concentration (ppb),266.0
189,N2O concentration (ppb),266.0
190,N2O concentration (ppb),266.1
191,N2O concentration (ppb),266.2
192,N2O concentration (ppb),266.3
193,N2O concentration (ppb),266.3
194,N2O concentration (ppb),266.4
195,N2O concentration (ppb),266.5
196,N2O concentration (ppb),266.6
197,N2O concentration (ppb),266.6
198,N2O concentration (ppb),266.7
199,N2O concentration (ppb),266.8
200,N2O concentration (ppb),266.9
201,N2O concentration (ppb),266.9
202,N2O concentration (ppb),267.0
203,N2O concentration (ppb),267.1
204,N2O concentration (ppb),267.2
205,N2O concentration (ppb),267.2
206,N2O concentration (ppb),267.3
207,N2O concentration (ppb),267.4
208,N2O concentration (ppb),267.4
209,N2O concentration (ppb),267.5
210,N2O concentration (ppb),267.6
211,N2O concentration (ppb),267.6
212,N2O concentration (ppb),267.7
213,N2O concentration (ppb),267.8
214,N2O concentration (ppb),267.8
215,N2O concentration (ppb),267.9
