country,year,population
Paraguay,1994,4670000
Peru,1994,23900000
Philippines,1994,68200000
Poland,1994,38400000
Portugal,1994,10000000
Qatar,1994,507000
Romania,1994,23100000
Russia,1994,148000000
Rwanda,1994,5940000
Samoa,1994,169000
San Marino,1994,25600
Sao Tome and Principe,1994,129000
Saudi Arabia,1994,18200000
Senegal,1994,8460000
Serbia,1994,9860000
Seychelles,1994,75400
Sierra Leone,1994,4310000
Singapore,1994,3420000
Slovak Republic,1994,5360000
Slovenia,1994,2000000
Solomon Islands,1994,349000
Somalia,1994,7370000
South Africa,1994,40600000
South Korea,1994,44800000
South Sudan,1994,5110000
Spain,1994,39700000
Sri Lanka,1994,18100000
St. Kitts and Nevis,1994,41600
St. Lucia,1994,145000
St. Vincent and the Grenadines,1994,108000
Sudan,1994,23300000
Suriname,1994,435000
Swaziland,1994,908000
Sweden,1994,8800000
Switzerland,1994,6940000
Syria,1994,14000000
Tajikistan,1994,5680000
Tanzania,1994,28800000
Thailand,1994,58900000
Timor-Leste,1994,828000
Togo,1994,4120000
Tonga,1994,95700
Trinidad and Tobago,1994,1250000
Tunisia,1994,8970000
Turkey,1994,57600000
Turkmenistan,1994,4120000
Tuvalu,1994,9260
Uganda,1994,19800000
Ukraine,1994,51100000
United Arab Emirates,1994,2290000
United Kingdom,1994,57800000
United States,1994,262000000
Uruguay,1994,3200000
Uzbekistan,1994,22300000
Vanuatu,1994,164000
Venezuela,1994,21500000
Vietnam,1994,73700000
Yemen,1994,14300000
Zambia,1994,8870000
Zimbabwe,1994,11300000
Afghanistan,1995,18100000
Albania,1995,3110000
Algeria,1995,28800000
Andorra,1995,63900
Angola,1995,13900000
Antigua and Barbuda,1995,68700
Argentina,1995,34800000
Armenia,1995,3220000
Australia,1995,18000000
Austria,1995,7990000
Azerbaijan,1995,7780000
Bahamas,1995,280000
Bahrain,1995,564000
Bangladesh,1995,115000000
Barbados,1995,266000
Belarus,1995,10100000
Belgium,1995,10200000
Belize,1995,207000
Benin,1995,5910000
Bhutan,1995,535000
Bolivia,1995,7620000
Bosnia and Herzegovina,1995,3830000
Botswana,1995,1470000
Brazil,1995,162000000
Brunei,1995,297000
Bulgaria,1995,8380000
Burkina Faso,1995,10100000
Burundi,1995,5990000
Cambodia,1995,10700000
Cameroon,1995,13600000
Canada,1995,29200000
Cape Verde,1995,386000
Central African Republic,1995,3220000
Chad,1995,7010000
Chile,1995,14400000
China,1995,1240000000
Colombia,1995,36400000
Comoros,1995,475000
"Congo, Dem. Rep.",1995,41600000
"Congo, Rep.",1995,2710000
Costa Rica,1995,3550000
Cote d'Ivoire,1995,14200000
Croatia,1995,4620000
Cuba,1995,10900000
Cyprus,1995,855000
Czech Republic,1995,10400000
Denmark,1995,5230000
Djibouti,1995,630000
Dominica,1995,71100
Dominican Republic,1995,7820000
Ecuador,1995,11500000
Egypt,1995,62300000
El Salvador,1995,5630000
Equatorial Guinea,1995,497000
Eritrea,1995,2200000
Estonia,1995,1430000
Ethiopia,1995,57000000
Fiji,1995,775000
Finland,1995,5120000
France,1995,57800000
Gabon,1995,1080000
Gambia,1995,1130000
Georgia,1995,4980000
Germany,1995,81100000
Ghana,1995,17000000
Greece,1995,10700000
Grenada,1995,100000
Guatemala,1995,10400000
Guinea,1995,7270000
Guinea-Bissau,1995,1090000
Guyana,1995,761000
Haiti,1995,7740000
Holy See,1995,778
Honduras,1995,5710000
Hungary,1995,10300000
Iceland,1995,268000
India,1995,964000000
Indonesia,1995,197000000
Iran,1995,61400000
Iraq,1995,20100000
Ireland,1995,3590000
Israel,1995,5270000
Italy,1995,57200000
Jamaica,1995,2530000
Japan,1995,126000000
Jordan,1995,4590000
Kazakhstan,1995,15800000
Kenya,1995,27800000
Kiribati,1995,77700
Kuwait,1995,1610000
Kyrgyz Republic,1995,4570000
Lao,1995,4850000
Latvia,1995,2510000
Lebanon,1995,3530000
Lesotho,1995,1900000
Liberia,1995,2040000
Libya,1995,4950000
Liechtenstein,1995,30900
Lithuania,1995,3630000
Luxembourg,1995,408000
Madagascar,1995,13500000
Malawi,1995,9840000
Malaysia,1995,20500000
Maldives,1995,254000
Mali,1995,9590000
Malta,1995,377000
Marshall Islands,1995,50500
Mauritania,1995,2310000
Mauritius,1995,1130000
Mexico,1995,91700000
"Micronesia, Fed. Sts.",1995,108000
Moldova,1995,4340000
Monaco,1995,30700
Mongolia,1995,2300000
Montenegro,1995,620000
Morocco,1995,27000000
Mozambique,1995,15500000
Myanmar,1995,43900000
Namibia,1995,1630000
Nauru,1995,10600
Nepal,1995,21600000
Netherlands,1995,15500000
New Zealand,1995,3670000
Nicaragua,1995,4650000
Niger,1995,9490000
Nigeria,1995,108000000
North Korea,1995,21900000
North Macedonia,1995,1980000
Norway,1995,4370000
Oman,1995,2200000
Pakistan,1995,124000000
Palau,1995,17200
Palestine,1995,2620000
Panama,1995,2740000
Papua New Guinea,1995,5190000
Paraguay,1995,4780000
Peru,1995,24300000
Philippines,1995,69800000
Poland,1995,38500000
Portugal,1995,10100000
Qatar,1995,513000
Romania,1995,23000000
Russia,1995,148000000
Rwanda,1995,5840000
Samoa,1995,170000
San Marino,1995,25900
Sao Tome and Principe,1995,132000
Saudi Arabia,1995,18600000
Senegal,1995,8690000
Serbia,1995,9880000
Seychelles,1995,76700
Sierra Leone,1995,4300000
Singapore,1995,3530000
Slovak Republic,1995,5380000
Slovenia,1995,1990000
Solomon Islands,1995,359000
Somalia,1995,7490000
South Africa,1995,41400000
South Korea,1995,45300000
South Sudan,1995,5120000
Spain,1995,39800000
Sri Lanka,1995,18200000
St. Kitts and Nevis,1995,42100
St. Lucia,1995,147000
St. Vincent and the Grenadines,1995,108000
Sudan,1995,24100000
Suriname,1995,442000
Swaziland,1995,927000
Sweden,1995,8840000
Switzerland,1995,7000000
Syria,1995,14300000
Tajikistan,1995,5760000
Tanzania,1995,29600000
Thailand,1995,59500000
Timor-Leste,1995,844000
Togo,1995,4230000
Tonga,1995,96000
Trinidad and Tobago,1995,1250000
Tunisia,1995,9130000
Turkey,1995,58500000
Turkmenistan,1995,4210000
Tuvalu,1995,9300
Uganda,1995,20400000
Ukraine,1995,50900000
United Arab Emirates,1995,2420000
United Kingdom,1995,57900000
United States,1995,265000000
Uruguay,1995,3220000
Uzbekistan,1995,22800000
Vanuatu,1995,168000
Venezuela,1995,21900000
Vietnam,1995,74900000
Yemen,1995,14900000
Zambia,1995,9100000
Zimbabwe,1995,11400000
Afghanistan,1996,18900000
Albania,1996,3100000
Algeria,1996,29300000
Andorra,1996,64400
Angola,1996,14400000
Antigua and Barbuda,1996,70200
Argentina,1996,35200000
Armenia,1996,3170000
Australia,1996,18200000
Austria,1996,8020000
Azerbaijan,1996,7860000
Bahamas,1996,284000
Bahrain,1996,579000
Bangladesh,1996,118000000
Barbados,1996,267000
Belarus,1996,10000000
Belgium,1996,10200000
Belize,1996,214000
Benin,1996,6090000
Bhutan,1996,541000
Bolivia,1996,7780000
Bosnia and Herzegovina,1996,3760000
Botswana,1996,1500000
Brazil,1996,165000000
Brunei,1996,305000
Bulgaria,1996,8290000
Burkina Faso,1996,10400000
Burundi,1996,6060000
Cambodia,1996,11000000
Cameroon,1996,14000000
Canada,1996,29500000
Cape Verde,1996,396000
Central African Republic,1996,3310000
Chad,1996,7250000
Chile,1996,14600000
China,1996,1250000000
Colombia,1996,37100000
Comoros,1996,489000
"Congo, Dem. Rep.",1996,42800000
"Congo, Rep.",1996,2790000
Costa Rica,1996,3630000
Cote d'Ivoire,1996,14700000
Croatia,1996,4570000
Cuba,1996,10900000
Cyprus,1996,873000
Czech Republic,1996,10400000
Denmark,1996,5250000
Djibouti,1996,644000
Dominica,1996,70900
Dominican Republic,1996,7950000
Ecuador,1996,11700000
Egypt,1996,63600000
El Salvador,1996,5690000
Equatorial Guinea,1996,516000
Eritrea,1996,2200000
Estonia,1996,1420000
Ethiopia,1996,58900000
Fiji,1996,784000
Finland,1996,5140000
France,1996,58000000
Gabon,1996,1110000
Gambia,1996,1160000
Georgia,1996,4850000
Germany,1996,81300000
Ghana,1996,17500000
Greece,1996,10800000
Grenada,1996,101000
Guatemala,1996,10600000
Guinea,1996,7460000
Guinea-Bissau,1996,1110000
Guyana,1996,761000
Haiti,1996,7890000
Holy See,1996,784
Honduras,1996,5870000
Hungary,1996,10300000
Iceland,1996,270000
India,1996,982000000
Indonesia,1996,200000000
Iran,1996,62300000
Iraq,1996,20800000
Ireland,1996,3620000
Israel,1996,5420000
Italy,1996,57100000
Jamaica,1996,2560000
Japan,1996,127000000
Jordan,1996,4730000
Kazakhstan,1996,15600000
Kenya,1996,28600000
Kiribati,1996,78900
Kuwait,1996,1630000
Kyrgyz Republic,1996,4630000
Lao,1996,4950000
Latvia,1996,2480000
Lebanon,1996,3610000
Lesotho,1996,1930000
Liberia,1996,2160000
Libya,1996,5040000
Liechtenstein,1996,31400
Lithuania,1996,3600000
Luxembourg,1996,414000
Madagascar,1996,13900000
Malawi,1996,10000000
Malaysia,1996,21000000
Maldives,1996,259000
Mali,1996,9840000
Malta,1996,380000
Marshall Islands,1996,50500
Mauritania,1996,2370000
Mauritius,1996,1140000
Mexico,1996,93100000
"Micronesia, Fed. Sts.",1996,108000
Moldova,1996,4320000
Monaco,1996,31000
Mongolia,1996,2320000
Montenegro,1996,620000
Morocco,1996,27400000
Mozambique,1996,16000000
Myanmar,1996,44500000
Namibia,1996,1660000
Nauru,1996,10700
Nepal,1996,22100000
Netherlands,1996,15600000
New Zealand,1996,3720000
Nicaragua,1996,4740000
Niger,1996,9830000
Nigeria,1996,111000000
North Korea,1996,22100000
North Macedonia,1996,1990000
Norway,1996,4390000
Oman,1996,2240000
Pakistan,1996,127000000
Palau,1996,17600
Palestine,1996,2740000
Panama,1996,2800000
Papua New Guinea,1996,5310000
Paraguay,1996,4890000
Peru,1996,24800000
Philippines,1996,71400000
Poland,1996,38500000
Portugal,1996,10100000
Qatar,1996,523000
Romania,1996,22800000
Russia,1996,148000000
Rwanda,1996,6010000
Samoa,1996,171000
San Marino,1996,26300
Sao Tome and Principe,1996,134000
Saudi Arabia,1996,19000000
Senegal,1996,8910000
Serbia,1996,9860000
Seychelles,1996,77600
Sierra Leone,1996,4310000
Singapore,1996,3640000
Slovak Republic,1996,5380000
Slovenia,1996,1990000
Solomon Islands,1996,370000
Somalia,1996,7680000
South Africa,1996,42200000
South Korea,1996,45800000
South Sudan,1996,5220000
Spain,1996,39900000
Sri Lanka,1996,18400000
St. Kitts and Nevis,1996,42500
St. Lucia,1996,149000
St. Vincent and the Grenadines,1996,108000
Sudan,1996,24800000
Suriname,1996,448000
Swaziland,1996,946000
Sweden,1996,8860000
Switzerland,1996,7040000
Syria,1996,14800000
Tajikistan,1996,5850000
Tanzania,1996,30400000
Thailand,1996,60100000
Timor-Leste,1996,855000
Togo,1996,4350000
Tonga,1996,96300
Trinidad and Tobago,1996,1260000
Tunisia,1996,9270000
Turkey,1996,59400000
Turkmenistan,1996,4290000
Tuvalu,1996,9320
Uganda,1996,21000000
Ukraine,1996,50600000
United Arab Emirates,1996,2540000
United Kingdom,1996,58100000
United States,1996,268000000
Uruguay,1996,3250000
Uzbekistan,1996,23200000
Vanuatu,1996,172000
Venezuela,1996,22400000
Vietnam,1996,76100000
Yemen,1996,15500000
Zambia,1996,9340000
Zimbabwe,1996,11500000
Afghanistan,1997,19400000
Albania,1997,3100000
Algeria,1997,29700000
Andorra,1997,64300
Angola,1997,14900000
Antigua and Barbuda,1997,71700
Argentina,1997,35700000
Armenia,1997,3130000
Australia,1997,18400000
Austria,1997,8030000
Azerbaijan,1997,7930000
Bahamas,1997,287000
Bahrain,1997,595000
Bangladesh,1997,120000000
Barbados,1997,268000
Belarus,1997,10000000
Belgium,1997,10200000
Belize,1997,222000
Benin,1997,6280000
Bhutan,1997,552000
Bolivia,1997,7940000
Bosnia and Herzegovina,1997,3740000
Botswana,1997,1540000
Brazil,1997,167000000
Brunei,1997,312000
Bulgaria,1997,8210000
Burkina Faso,1997,10700000
Burundi,1997,6120000
Cambodia,1997,11300000
Cameroon,1997,14300000
Canada,1997,29700000
Cape Verde,1997,404000
Central African Republic,1997,3390000
Chad,1997,7500000
Chile,1997,14800000
China,1997,1260000000
Colombia,1997,37700000
Comoros,1997,502000
"Congo, Dem. Rep.",1997,43800000
"Congo, Rep.",1997,2870000
Costa Rica,1997,3720000
Cote d'Ivoire,1997,15100000
Croatia,1997,4530000
Cuba,1997,11000000
Cyprus,1997,891000
Czech Republic,1997,10300000
Denmark,1997,5280000
Djibouti,1997,661000
Dominica,1997,70600
Dominican Republic,1997,8080000
Ecuador,1997,12000000
Egypt,1997,64900000
El Salvador,1997,5750000
Equatorial Guinea,1997,536000
Eritrea,1997,2200000
Estonia,1997,1410000
Ethiopia,1997,60700000
Fiji,1997,793000
Finland,1997,5150000
France,1997,58200000
Gabon,1997,1140000
Gambia,1997,1200000
Georgia,1997,4710000
Germany,1997,81400000
Ghana,1997,17900000
Greece,1997,10900000
Grenada,1997,102000
Guatemala,1997,10900000
Guinea,1997,7660000
Guinea-Bissau,1997,1130000
Guyana,1997,758000
Haiti,1997,8030000
Holy See,1997,787
Honduras,1997,6050000
Hungary,1997,10300000
Iceland,1997,273000
India,1997,1000000000
Indonesia,1997,203000000
Iran,1997,63100000
Iraq,1997,21400000
Ireland,1997,3650000
Israel,1997,5570000
Italy,1997,56900000
Jamaica,1997,2580000
Japan,1997,127000000
Jordan,1997,4850000
Kazakhstan,1997,15400000
Kenya,1997,29400000
Kiribati,1997,80200
Kuwait,1997,1710000
Kyrgyz Republic,1997,4710000
Lao,1997,5050000
Latvia,1997,2450000
Lebanon,1997,3660000
Lesotho,1997,1970000
Liberia,1997,2330000
Libya,1997,5120000
Liechtenstein,1997,31800
Lithuania,1997,3580000
Luxembourg,1997,420000
Madagascar,1997,14300000
Malawi,1997,10300000
Malaysia,1997,21600000
Maldives,1997,264000
Mali,1997,10100000
Malta,1997,384000
Marshall Islands,1997,50500
Mauritania,1997,2430000
Mauritius,1997,1150000
Mexico,1997,94600000
"Micronesia, Fed. Sts.",1997,108000
Moldova,1997,4290000
Monaco,1997,31300
Mongolia,1997,2340000
Montenegro,1997,618000
Morocco,1997,27800000
Mozambique,1997,16400000
Myanmar,1997,45000000
Namibia,1997,1700000
Nauru,1997,10600
Nepal,1997,22600000
Netherlands,1997,15700000
New Zealand,1997,3750000
Nicaragua,1997,4830000
Niger,1997,10200000
Nigeria,1997,113000000
North Korea,1997,22300000
North Macedonia,1997,2000000
Norway,1997,4420000
Oman,1997,2250000
Pakistan,1997,131000000
Palau,1997,18000
Palestine,1997,2870000
Panama,1997,2850000
Papua New Guinea,1997,5450000
Paraguay,1997,5000000
Peru,1997,25200000
Philippines,1997,73000000
Poland,1997,38500000
Portugal,1997,10200000
Qatar,1997,535000
Romania,1997,22600000
Russia,1997,148000000
Rwanda,1997,6420000
Samoa,1997,172000
San Marino,1997,26600
Sao Tome and Principe,1997,136000
Saudi Arabia,1997,19400000
Senegal,1997,9130000
Serbia,1997,9780000
Seychelles,1997,78400
Sierra Leone,1997,4340000
Singapore,1997,3750000
Slovak Republic,1997,5390000
Slovenia,1997,1990000
Solomon Islands,1997,380000
Somalia,1997,7940000
South Africa,1997,43000000
South Korea,1997,46200000
South Sudan,1997,5410000
Spain,1997,40000000
Sri Lanka,1997,18500000
St. Kitts and Nevis,1997,42900
St. Lucia,1997,151000
St. Vincent and the Grenadines,1997,108000
Sudan,1997,25400000
Suriname,1997,454000
Swaziland,1997,963000
Sweden,1997,8870000
Switzerland,1997,7070000
Syria,1997,15200000
Tajikistan,1997,5940000
Tanzania,1997,31200000
Thailand,1997,60800000
Timor-Leste,1997,862000
Togo,1997,4490000
Tonga,1997,96600
Trinidad and Tobago,1997,1260000
Tunisia,1997,9400000
Turkey,1997,60400000
Turkmenistan,1997,4360000
Tuvalu,1997,9330
Uganda,1997,21700000
Ukraine,1997,50200000
United Arab Emirates,1997,2670000
United Kingdom,1997,58300000
United States,1997,272000000
Uruguay,1997,3270000
Uzbekistan,1997,23600000
Vanuatu,1997,175000
Venezuela,1997,22800000
Vietnam,1997,77100000
Yemen,1997,16000000
Zambia,1997,9600000
Zimbabwe,1997,11700000
Afghanistan,1998,19700000
Albania,1998,3110000
Algeria,1998,30200000
Andorra,1998,64100
Angola,1998,15400000
Antigua and Barbuda,1998,73200
Argentina,1998,36100000
Armenia,1998,3110000
Australia,1998,18600000
Austria,1998,8040000
Azerbaijan,1998,7990000
Bahamas,1998,291000
Bahrain,1998,614000
Bangladesh,1998,123000000
Barbados,1998,269000
Belarus,1998,9970000
Belgium,1998,10200000
Belize,1998,230000
Benin,1998,6470000
Bhutan,1998,564000
Bolivia,1998,8100000
Bosnia and Herzegovina,1998,3730000
Botswana,1998,1580000
Brazil,1998,170000000
Brunei,1998,319000
Bulgaria,1998,8140000
Burkina Faso,1998,11000000
Burundi,1998,6190000
Cambodia,1998,11600000
Cameroon,1998,14700000
Canada,1998,30000000
Cape Verde,1998,413000
Central African Republic,1998,3480000
Chad,1998,7770000
Chile,1998,15000000
China,1998,1270000000
Colombia,1998,38400000
Comoros,1998,515000
"Congo, Dem. Rep.",1998,44800000
"Congo, Rep.",1998,2950000
Costa Rica,1998,3800000
Cote d'Ivoire,1998,15600000
Croatia,1998,4490000
Cuba,1998,11000000
Cyprus,1998,909000
Czech Republic,1998,10300000
Denmark,1998,5300000
Djibouti,1998,680000
Dominica,1998,70200
Dominican Republic,1998,8210000
Ecuador,1998,12200000
Egypt,1998,66200000
El Salvador,1998,5800000
Equatorial Guinea,1998,558000
Eritrea,1998,2210000
Estonia,1998,1410000
Ethiopia,1998,62500000
Fiji,1998,800000
Finland,1998,5160000
France,1998,58400000
Gabon,1998,1170000
Gambia,1998,1240000
Georgia,1998,4580000
Germany,1998,81400000
Ghana,1998,18400000
Greece,1998,11000000
Grenada,1998,102000
Guatemala,1998,11100000
Guinea,1998,7860000
Guinea-Bissau,1998,1150000
Guyana,1998,754000
Haiti,1998,8170000
Holy See,1998,786
Honduras,1998,6220000
Hungary,1998,10300000
Iceland,1998,275000
India,1998,1020000000
Indonesia,1998,206000000
Iran,1998,64000000
Iraq,1998,22100000
Ireland,1998,3690000
Israel,1998,5700000
Italy,1998,56700000
Jamaica,1998,2610000
Japan,1998,127000000
Jordan,1998,4940000
Kazakhstan,1998,15200000
Kenya,1998,30300000
Kiribati,1998,81600
Kuwait,1998,1830000
Kyrgyz Republic,1998,4790000
Lao,1998,5140000
Latvia,1998,2430000
Lebanon,1998,3690000
Lesotho,1998,2000000
Liberia,1998,2520000
Libya,1998,5200000
Liechtenstein,1998,32300
Lithuania,1998,3560000
Luxembourg,1998,426000
Madagascar,1998,14800000
Malawi,1998,10600000
Malaysia,1998,22100000
Maldives,1998,268000
Mali,1998,10400000
Malta,1998,387000
Marshall Islands,1998,50400
Mauritania,1998,2500000
Mauritius,1998,1170000
Mexico,1998,96100000
"Micronesia, Fed. Sts.",1998,108000
Moldova,1998,4250000
Monaco,1998,31600
Mongolia,1998,2360000
Montenegro,1998,616000
Morocco,1998,28100000
Mozambique,1998,16800000
Myanmar,1998,45600000
Namibia,1998,1730000
Nauru,1998,10600
Nepal,1998,23100000
Netherlands,1998,15700000
New Zealand,1998,3780000
Nicaragua,1998,4910000
Niger,1998,10500000
Nigeria,1998,116000000
North Korea,1998,22500000
North Macedonia,1998,2010000
Norway,1998,4450000
Oman,1998,2250000
Pakistan,1998,135000000
Palau,1998,18400
Palestine,1998,3000000
Panama,1998,2910000
Papua New Guinea,1998,5580000
Paraguay,1998,5110000
Peru,1998,25700000
Philippines,1998,74700000
Poland,1998,38600000
Portugal,1998,10200000
Qatar,1998,552000
Romania,1998,22500000
Russia,1998,147000000
Rwanda,1998,6960000
Samoa,1998,173000
San Marino,1998,26900
Sao Tome and Principe,1998,138000
Saudi Arabia,1998,19800000
Senegal,1998,9350000
Serbia,1998,9690000
Seychelles,1998,79100
Sierra Leone,1998,4380000
Singapore,1998,3860000
Slovak Republic,1998,5400000
Slovenia,1998,1990000
Solomon Islands,1998,391000
Somalia,1998,8240000
South Africa,1998,43700000
South Korea,1998,46600000
South Sudan,1998,5660000
Spain,1998,40200000
Sri Lanka,1998,18600000
St. Kitts and Nevis,1998,43200
St. Lucia,1998,153000
St. Vincent and the Grenadines,1998,108000
Sudan,1998,26000000
Suriname,1998,460000
Swaziland,1998,980000
Sweden,1998,8870000
Switzerland,1998,7090000
Syria,1998,15600000
Tajikistan,1998,6030000
Tanzania,1998,31900000
Thailand,1998,61600000
Timor-Leste,1998,867000
Togo,1998,4630000
Tonga,1998,97000
Trinidad and Tobago,1998,1260000
Tunisia,1998,9510000
Turkey,1998,61300000
Turkmenistan,1998,4410000
Tuvalu,1998,9330
Uganda,1998,22300000
Ukraine,1998,49700000
United Arab Emirates,1998,2810000
United Kingdom,1998,58500000
United States,1998,275000000
Uruguay,1998,3290000
Uzbekistan,1998,24000000
Vanuatu,1998,178000
Venezuela,1998,23300000
Vietnam,1998,78100000
Yemen,1998,16500000
Zambia,1998,9870000
Zimbabwe,1998,11700000
Afghanistan,1999,20200000
Albania,1999,3120000
Algeria,1999,30600000
Andorra,1999,64400
Angola,1999,15900000
Antigua and Barbuda,1999,74700
Argentina,1999,36500000
Armenia,1999,3090000
Australia,1999,18800000
Austria,1999,8050000
Azerbaijan,1999,8050000
Bahamas,1999,294000
Bahrain,1999,637000
Bangladesh,1999,125000000
Barbados,1999,270000
Belarus,1999,9920000
Belgium,1999,10300000
Belize,1999,239000
Benin,1999,6660000
Bhutan,1999,578000
Bolivia,1999,8260000
Bosnia and Herzegovina,1999,3740000
Botswana,1999,1610000
Brazil,1999,172000000
Brunei,1999,326000
Bulgaria,1999,8070000
Burkina Faso,1999,11300000
Burundi,1999,6270000
Cambodia,1999,11900000
Cameroon,1999,15100000
Canada,1999,30300000
Cape Verde,1999,420000
Central African Republic,1999,3560000
Chad,1999,8050000
Chile,1999,15200000
China,1999,1280000000
Colombia,1999,39000000
Comoros,1999,529000
"Congo, Dem. Rep.",1999,45900000
"Congo, Rep.",1999,3040000
